"certificate_number"@;@"inn"@;@"product_name"@;@"tnved_code"@;@"localization_rate"@;@"enkt_code"@;@"manufacture_power_yearly"@;@"unit_type_name"
"509050010303"@;@"303707818"@;@Темир бетон ариқлари Лоток ЛР-100@;@"6810990000"@;@58,16@;@"23.61.12.154-00001"@;@1 000@;@шт.
"509050010302"@;@"303707818"@;@Темир бетон ариқлари Лоток 2 ЛП-3,5@;@"6810990000"@;@80@;@"23.61.12.154-00001"@;@2 000@;@шт.
"509050010301"@;@"303707818"@;@Темир бетон ариқлари Лоток ЛК-6*5@;@"6810990000"@;@71,73@;@"23.61.12.154-00001"@;@3 000@;@шт.
"539050028202"@;@"308532029"@;@Йўл белгилари учун бўёқ (эмаль) сариқ ранг (Краска (Эмаль)для дорожной разметки желтая)@;@"3208209009"@;@96@;@"20.30.22.110-00001"@;@12 000 000 000@;@кг
"539050028201"@;@"308532029"@;@Йўл белгилари учун бўёқ (эмаль) оқ ранг (Краска (Эмаль) для дорожной разметки белая)@;@"3208209009"@;@75,9@;@"20.30.22.110-00001"@;@12 000 000 000@;@кг
"539050028602"@;@"307833097"@;@Акрил асосидаги йўл чизиқлари учун мўлжалланган йўл бўёғи Swarco (Сариқ рангли, сувда эримайдиган, мухитда дисперсияланган ёки эритилган )@;@"3208209009"@;@5@;@"20.30.12.130-00002"@;@700@;@т
"539050028601"@;@"307833097"@;@Акрил асосидаги йўл чизиқлари учун мўлжалланган йўл бўёғи Swarco (Оқ рангли, сувда эримайдиган, мухитда дисперсияланган ёки эритилган )@;@"3208209009"@;@5@;@"20.30.12.130-00002"@;@1 000@;@т
"539050030012"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@48@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050030011"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@48@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050030010"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@48@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050030009"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@48@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050030008"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@68@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050030007"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@68@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050030006"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@68@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050030005"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@68@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050030004"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@65@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050030003"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@65@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050030002"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@65@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"539050028401"@;@"310127745"@;@Сигир сутидан олинадиган тузланмаган Сариёғ@;@"0405101100"@;@99@;@"10.51.30.110-00001"@;@990 000@;@кг
"539050030001"@;@"301249899"@;@Идишларни ювиш воситаси@;@"3402310000"@;@65@;@"20.41.32.111-00001"@;@1 000 000@;@шт
"509050009104"@;@"308511806"@;@Ламинантланган сунтадан ясалган 2 кисмли шкаф@;@"9403309100"@;@16,7@;@"31.09.13.149-00003"@;@3 200@;@шт.
"512050004204"@;@"302656764"@;@Қуруқ қурилиш шпатлёвкаси фасад учун@;@"3214109000"@;@20,89@;@"20.30.22.120-00002"@;@120 000@;@кг
"507050006301"@;@"200690847"@;@Қурол ўқсизлантириш ячейкаси@;@"9403309900"@;@31,4@;@"32.30.15.150-00004"@;@240@;@шт
"539050029602"@;@"301249899"@;@Ойна тозалагич@;@"3402310000"@;@60@;@"20.41.32.113-00001"@;@720 000@;@шт
"539050029601"@;@"301249899"@;@Ойна тозалагич@;@"3402310000"@;@60@;@"20.41.32.113-00001"@;@720 000@;@шт
"539050028806"@;@"301249899"@;@шампунь@;@"3305100000"@;@64@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050029302"@;@"204743049"@;@Йўл белгилари учун бўёқ (эмаль) сариқ ранг  (Краска (эмаль) для дорожной разметки желтая)@;@"3208209009"@;@81@;@"20.30.22.110-00001"@;@3 000 000@;@кг
"539050029301"@;@"204743049"@;@Йўл белгилари учун бўёқ (эмаль) оқ ранг (Краска (эмаль) для дорожной разметки белая)@;@"3208209009"@;@83@;@"20.30.22.110-00001"@;@3 000 000@;@кг
"529050008201"@;@"200941525"@;@Қуввати 630 кВА 6, 10кВ кучланиш синфидаги портлашдан хавфсиз комплект трансформатор подстанцияси@;@"8537209200"@;@53,7@;@"27.11.43.000-00002"@;@50@;@шт.
"512050004203"@;@"302656764"@;@Қуруқ қурилиш шпатлёвкаси@;@"3214109000"@;@14,58@;@"20.30.22.120-00002"@;@480 000@;@кг
"512050004202"@;@"302656764"@;@Универсал сувоқ@;@"3214900009"@;@27,57@;@"23.64.10.110-00006"@;@1 800 000@;@кг
"539050028101"@;@"303287463"@;@Сиғим 9м3@;@"7309005900"@;@31@;@"29.10.59.230-00001"@;@12@;@шт.
"512050004201"@;@"302656764"@;@Плиталар ёпиштириш учун елим@;@"3214900009"@;@33,48@;@"23.64.10.120-00002"@;@720 000@;@кг
"539050027807"@;@"303287463"@;@Втулка Ф90@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@1 000@;@шт.
"529050008301"@;@"200941525"@;@Қуввати 250 кВА бўлган 6, 10кВ кучланиш синфидаги портлашдан хавфсиз комплект трансформатор подстанцияси@;@"8537209200"@;@53,7@;@"27.11.43.000-00002"@;@50@;@шт.
"539050027819"@;@"303287463"@;@Крейцкопф бармоғи@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@1 500@;@шт.
"539050027818"@;@"303287463"@;@Крейцкопф корпуси@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@1 000@;@шт.
"539050027817"@;@"303287463"@;@Сальник корпуси@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@150@;@шт.
"539050027816"@;@"303287463"@;@қопқоғ@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@150@;@шт.
"539050027815"@;@"303287463"@;@Клапан қопқоғи@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@150@;@шт.
"539050027814"@;@"303287463"@;@тўп ости@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@10 000@;@шт.
"539050027813"@;@"303287463"@;@Клапан еғими@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@5 000@;@шт.
"539050027812"@;@"303287463"@;@Пистон Ф100@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@200@;@шт.
"539050027811"@;@"303287463"@;@Пистон Ф90@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@200@;@шт.
"539050027810"@;@"303287463"@;@Пистон Ф80@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@200@;@шт.
"539050027809"@;@"303287463"@;@Втулка Ф110@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@1 000@;@шт.
"539050028831"@;@"301249899"@;@шампунь@;@"3305100000"@;@39@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050027806"@;@"303287463"@;@Втулка Ф80@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@1 000@;@шт.
"539050027805"@;@"303287463"@;@накладка@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@500@;@шт.
"539050027804"@;@"303287463"@;@Спакер узук@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@1 000@;@шт.
"539050027803"@;@"303287463"@;@Ползун таёғи@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@3 000@;@шт.
"539050027802"@;@"303287463"@;@Пистон таёғи@;@"8413910008"@;@31@;@"28.14.20.290-00002"@;@3 000@;@шт.
"539050027801"@;@"303287463"@;@Трансмиссион вал@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@500@;@шт.
"510050008001"@;@"305461056"@;@Антисептик восита@;@"3808948000"@;@63,1@;@"21.40.60.000-00036"@;@3 120@;@кг
"529050008401"@;@"200941525"@;@Қуввати 400 кВА бўлган 6, 10кВ кучланиш синфидаги портлашдан хавфсиз комплект трансформатор подстанцияси@;@"8537209200"@;@53,7@;@"27.11.43.000-00002"@;@50@;@шт.
"511050003501"@;@"201325110"@;@Майда заррали зич иссиқ асфальт-бетон қоришмаси@;@"2715000000"@;@100@;@"23.99.13.000-00001"@;@32 000@;@т
"511050003601"@;@"307022513"@;@Темир бетон таянчлари@;@"6810990000"@;@100@;@"23.61.12.162-00001"@;@1 500@;@шт
"539050028002"@;@"205157261"@;@Пулларни қадоқлаш учун ҳалқали бандероль@;@"4821109000"@;@36@;@"17.29.12.000-00001"@;@12 000 000@;@шт
"539050028001"@;@"205157261"@;@Пул кадоклаш учун накладкалар@;@"4821109000"@;@17,5@;@"17.29.19.140-00001"@;@5 000 000@;@шт
"508050009505"@;@"201934896"@;@Асфальтобетонная смесь горячая, крупнозернистая (чёрный щебень)@;@"2715000000"@;@33,94@;@"23.99.13.000-00004"@;@126 720@;@т
"508050009504"@;@"201934896"@;@Асфальтобетонная смесь горячая, мелкозернистая,@;@"2715000000"@;@47,73@;@"23.99.13.000-00004"@;@126 720@;@т
"508050009503"@;@"201934896"@;@Асфальтобетонная смесь горячая, песчаная@;@"2715000000"@;@54,88@;@"23.99.13.000-00005"@;@126 720@;@т
"508050009502"@;@"201934896"@;@Асфальтобетонная смесь холодная, мелкозернистая,@;@"2715000000"@;@46,03@;@"23.99.13.000-00006"@;@126 720@;@т
"508050009501"@;@"201934896"@;@Асфальтобетонная смесь горячая, крупнозернистая пористая,@;@"2715000000"@;@41,47@;@"23.99.13.000-00005"@;@126 720@;@т
"503050007105"@;@"300229228"@;@Onix автомобили радиаторининг вентилятор диффузори@;@"8414900000"@;@31@;@"29.32.30.179-00018"@;@466 854@;@шт.
"503050007104"@;@"300229228"@;@Tracker автомобили радиаторининг вентилятор диффузори@;@"8414900000"@;@31@;@"29.32.30.179-00018"@;@466 854@;@шт.
"503050007103"@;@"300229228"@;@Tracker автомобили радиаторининг вентилятор парраги@;@"8414900000"@;@31@;@"28.13.32.130-00001"@;@466 854@;@шт.
"503050007102"@;@"300229228"@;@Cobalt автомобили радиаторининг вентилятор диффузори@;@"8414900000"@;@31@;@"29.32.30.179-00018"@;@466 854@;@шт.
"509050009801"@;@"302115684"@;@Аёллар пойабзали@;@"6403911800"@;@78,8@;@"15.20.13.150-00001"@;@40 000@;@пар
"539050029508"@;@"301249899"@;@Суюқ совун@;@"3401209000"@;@58@;@"20.41.31.130-00002"@;@150 000@;@шт
"539050029507"@;@"301249899"@;@Суюқ совун@;@"3401209000"@;@58@;@"20.41.31.130-00002"@;@150 000@;@шт
"539050029506"@;@"301249899"@;@Суюқ совун@;@"3401209000"@;@58@;@"20.41.31.130-00002"@;@150 000@;@шт
"539050029505"@;@"301249899"@;@Суюқ совун@;@"3401209000"@;@58@;@"20.41.31.130-00002"@;@150 000@;@шт
"539050028830"@;@"301249899"@;@шампунь@;@"3305100000"@;@39@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028829"@;@"301249899"@;@шампунь@;@"3305100000"@;@39@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050029504"@;@"301249899"@;@Суюқ совун@;@"3401209000"@;@50@;@"20.41.31.130-00002"@;@150 000@;@шт
"539050029503"@;@"301249899"@;@Суюқ совун@;@"3401209000"@;@50@;@"20.41.31.130-00002"@;@150 000@;@шт
"539050029502"@;@"301249899"@;@Суюқ совун@;@"3401209000"@;@50@;@"20.41.31.130-00002"@;@150 000@;@шт
"539050029501"@;@"301249899"@;@Суюқ совун@;@"3401209000"@;@50@;@"20.41.31.130-00002"@;@150 000@;@шт
"539050028838"@;@"301249899"@;@шампунь@;@"3305100000"@;@63@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028837"@;@"301249899"@;@шампунь@;@"3305100000"@;@63@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028836"@;@"301249899"@;@шампунь@;@"3305100000"@;@63@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028835"@;@"301249899"@;@шампунь@;@"3305100000"@;@63@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028834"@;@"301249899"@;@шампунь@;@"3305100000"@;@63@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028833"@;@"301249899"@;@шампунь@;@"3305100000"@;@63@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028832"@;@"301249899"@;@шампунь@;@"3305100000"@;@39@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"512050004302"@;@"200325720"@;@Белкурак@;@"8201100000"@;@100@;@"25.99.29.120-00001"@;@17 160@;@шт.
"512050004301"@;@"200325720"@;@Кетмон@;@"8201300000"@;@100@;@"25.73.10.000-00008"@;@17 160@;@шт.
"539050028828"@;@"301249899"@;@шампунь@;@"3305100000"@;@57@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028827"@;@"301249899"@;@шампунь@;@"3305100000"@;@52@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028826"@;@"301249899"@;@шампунь@;@"3305100000"@;@52@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028825"@;@"301249899"@;@шампунь@;@"3305100000"@;@52@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028824"@;@"301249899"@;@шампунь@;@"3305100000"@;@52@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028823"@;@"301249899"@;@шампунь@;@"3305100000"@;@54@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028822"@;@"301249899"@;@шампунь@;@"3305100000"@;@54@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028821"@;@"301249899"@;@шампунь@;@"3305100000"@;@54@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028820"@;@"301249899"@;@шампунь@;@"3305100000"@;@54@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028819"@;@"301249899"@;@шампунь@;@"3305100000"@;@56@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028818"@;@"301249899"@;@шампунь@;@"3305100000"@;@56@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028817"@;@"301249899"@;@шампунь@;@"3305100000"@;@56@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028816"@;@"301249899"@;@шампунь@;@"3305100000"@;@56@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028815"@;@"301249899"@;@шампунь@;@"3305100000"@;@56@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028814"@;@"301249899"@;@шампунь@;@"3305100000"@;@56@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028805"@;@"301249899"@;@шампунь@;@"3305100000"@;@64@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028804"@;@"301249899"@;@шампунь@;@"3305100000"@;@64@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028803"@;@"301249899"@;@шампунь@;@"3305100000"@;@64@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028802"@;@"301249899"@;@шампунь@;@"3305100000"@;@64@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"539050028801"@;@"301249899"@;@шампунь@;@"3305100000"@;@64@;@"20.42.16.110-00001"@;@1 800 000@;@шт
"510050007801"@;@"305461056"@;@Ювиниш совуни суюк (жидкое мыло).@;@"3401300000"@;@42,45@;@"20.41.31.130-00001"@;@15 600@;@кг
"539050026612"@;@"301249899"@;@Хаво хушбуйлантирувчи восита@;@"3307490000"@;@41@;@"20.41.41.000-00003"@;@720 000@;@шт.
"539050026611"@;@"301249899"@;@Хаво хушбуйлантирувчи восита@;@"3307490000"@;@41@;@"20.41.41.000-00003"@;@720 000@;@шт.
"539050026610"@;@"301249899"@;@Хаво хушбуйлантирувчи восита@;@"3307490000"@;@41@;@"20.41.41.000-00003"@;@720 000@;@шт.
"514050009208"@;@"206230550"@;@Куёш фотоэлектрик станцияси@;@"8501800000"@;@31@;@"27.11.32.120-00002"@;@1 500@;@квт
"539050026609"@;@"301249899"@;@Хаво хушбуйлантирувчи восита@;@"3307490000"@;@41@;@"20.41.41.000-00003"@;@720 000@;@шт.
"539050026608"@;@"301249899"@;@Хаво хушбуйлантирувчи восита@;@"3307490000"@;@41@;@"20.41.41.000-00003"@;@720 000@;@шт.
"539050026607"@;@"301249899"@;@Хаво хушбуйлантирувчи восита@;@"3307490000"@;@41@;@"20.41.41.000-00003"@;@720 000@;@шт.
